Category,Journal Name,ISSN,EISSN,Tier (Zone),Is Top
Social Sciences,SCIENCE TECHNOLOGY & HUMAN VALUES,0162-2439,1552-8251,2 区,Yes
Social Sciences,Journal of Contemporary China,1067-0564,1469-9400,2 区,Yes
Social Sciences,Annals of the American Association of Geographers,2469-4452,2469-4460,2 区,Yes
Social Sciences,EUROPEAN SOCIETIES,1461-6696,1469-8307,2 区,Yes
Social Sciences,Race and Justice,2153-3687,2153-3687,2 区,Yes
Social Sciences,Competition & Change,1024-5294,1477-2221,2 区,Yes
Social Sciences,Sustainable Futures,2666-1888,2666-1888,2 区,Yes
Social Sciences,JOURNAL OF STRATEGIC STUDIES,0140-2390,1743-937X,2 区,Yes
Social Sciences,SOCIAL & CULTURAL GEOGRAPHY,1464-9365,1470-1197,2 区,Yes
Social Sciences,ETHNIC AND RACIAL STUDIES,0141-9870,1466-4356,2 区,Yes
Social Sciences,International Journal of Cultural Studies,1367-8779,1460-356X,2 区,Yes
Social Sciences,URBAN AFFAIRS REVIEW,1078-0874,1552-8332,2 区,Yes
Social Sciences,Political Science Research and Methods,2049-8470,2049-8489,2 区,Yes
Social Sciences,PUNISHMENT & SOCIETY-INTERNATIONAL JOURNAL OF PENOLOGY,1462-4745,1741-3095,2 区,Yes
Social Sciences,Political Studies Review,1478-9299,1478-9302,2 区,Yes
Social Sciences,AMERICAN POLITICS RESEARCH,1532-673X,1552-3373,2 区,Yes
Social Sciences,SOCIAL POLITICS,1072-4745,1468-2893,2 区,Yes
Social Sciences,JUSTICE QUARTERLY,0741-8825,1745-9109,2 区,Yes
Social Sciences,Nations and Nationalism,1354-5078,1469-8129,2 区,Yes
Social Sciences,JOURNAL OF CONTEMPORARY ASIA,0047-2336,1752-7554,2 区,Yes
Social Sciences,European Journal of Politics and Gender,2515-1088,2515-1096,2 区,Yes
Social Sciences,JOURNAL OF CRIMINAL JUSTICE,0047-2352,1873-6203,2 区,Yes
Social Sciences,Environment and Planning E-Nature and Space,2514-8486,2514-8494,2 区,Yes
Social Sciences,International Journal of Cultural Policy,1028-6632,1477-2833,2 区,Yes
Social Sciences,Cambridge Review of International Affairs,0955-7571,1474-449X,2 区,Yes
Social Sciences,GEOGRAPHICAL JOURNAL,0016-7398,1475-4959,2 区,Yes
Social Sciences,POLITISCHE VIERTELJAHRESSCHRIFT,0032-3470,1862-2860,2 区,Yes
Social Sciences,ANNALS OF THE AMERICAN ACADEMY OF POLITICAL AND SOCIAL SCIENCE,0002-7162,1552-3349,2 区,Yes
Social Sciences,JOURNAL OF CONFLICT RESOLUTION,0022-0027,1552-8766,2 区,Yes
Social Sciences,SIGNS,0097-9740,1545-6943,2 区,Yes
Social Sciences,SOCIAL INDICATORS RESEARCH,0303-8300,1573-0921,2 区,Yes
Social Sciences,Journal of Youth Studies,1367-6261,1469-9680,2 区,Yes
Social Sciences,JFR-Journal of Family Research,-,2699-2337,2 区,Yes
Social Sciences,TSQ-Transgender Studies Quarterly,2328-9252,2328-9260,2 区,Yes
Social Sciences,TERRORISM AND POLITICAL VIOLENCE,0954-6553,1556-1836,2 区,Yes
Social Sciences,CULTURAL GEOGRAPHIES,1474-4740,1477-0881,2 区,Yes
Social Sciences,SOCIAL SCIENCE COMPUTER REVIEW,0894-4393,1552-8286,2 区,Yes
Social Sciences,SOUTH ATLANTIC QUARTERLY,0038-2876,1527-8026,2 区,Yes
Social Sciences,AREA,0004-0894,1475-4762,2 区,Yes
Social Sciences,INTERNATIONAL JOURNAL OF COMPARATIVE SOCIOLOGY,0020-7152,1745-2554,2 区,Yes
Social Sciences,Campbell Systematic Reviews,-,1891-1803,2 区,Yes
Social Sciences,European Journal on Criminal Policy and Research,0928-1371,1572-9869,2 区,Yes
Social Sciences,Sexuality Research and Social Policy,1868-9884,1553-6610,2 区,Yes
Social Sciences,Sexualities,1363-4607,1461-7382,2 区,Yes
Social Sciences,Journal of Experimental Criminology,1573-3750,1572-8315,2 区,Yes
Social Sciences,PSYCHOLOGY PUBLIC POLICY AND LAW,1076-8971,1939-1528,2 区,Yes
Social Sciences,International Journal of Social Research Methodology,1364-5579,1464-5300,2 区,Yes
Social Sciences,Acta Politica,0001-6810,1741-1416,2 区,Yes
Social Sciences,Leiden Journal of International Law,0922-1565,1478-9698,2 区,Yes
Social Sciences,Population Space and Place,1544-8444,1544-8452,2 区,Yes
Social Sciences,GLOBAL NETWORKS-A JOURNAL OF TRANSNATIONAL AFFAIRS,1470-2266,1471-0374,2 区,Yes
Social Sciences,International & Comparative Law Quarterly,0020-5893,1471-6895,2 区,Yes
Social Sciences,PROBLEMS OF POST-COMMUNISM,1075-8216,1557-783X,2 区,Yes
Social Sciences,Sexuality & Culture-An Interdisciplinary Journal,1095-5143,1936-4822,2 区,Yes
Social Sciences,IDENTITIES-GLOBAL STUDIES IN CULTURE AND POWER,1070-289X,1547-3384,2 区,Yes
Social Sciences,EVALUATION REVIEW,0193-841X,1552-3926,2 区,Yes
Social Sciences,Studies in Conflict & Terrorism,1057-610X,1521-0731,2 区,Yes
Social Sciences,SOCIAL SERVICE REVIEW,0037-7961,1537-5404,2 区,No
Social Sciences,Journal of Current Southeast Asian Affairs,1868-1034,1868-4882,2 区,No
Social Sciences,Journal of Consumer Culture,1469-5405,1741-2900,2 区,No
Social Sciences,Feminist Criminology,1557-0851,1557-086X,2 区,No
Social Sciences,MEDICAL ANTHROPOLOGY QUARTERLY,0745-5194,1548-1387,2 区,No
Social Sciences,JOURNAL OF SOCIOLOGY,1440-7833,1741-2978,2 区,No
Social Sciences,NEW LEFT REVIEW,0028-6060,2044-0480,2 区,No
Social Sciences,PARLIAMENTARY AFFAIRS,0031-2290,1460-2482,2 区,No
Social Sciences,Transnational Environmental Law,2047-1025,2047-1033,2 区,No
Social Sciences,Journal of Anthropological Sciences,1827-4765,2037-0644,2 区,No
Social Sciences,International Relations of the Asia-Pacific,1470-482X,1470-4838,2 区,No
Social Sciences,Global Environmental Politics,1526-3800,1536-0091,2 区,No
Social Sciences,ALTERNATIVES,0304-3754,2163-3150,2 区,No
Social Sciences,Historic Environment-Policy & Practice,1756-7505,1756-7513,2 区,No
Social Sciences,Contemporary Politics,1356-9775,1469-3631,2 区,No
Social Sciences,Annual Review of Law and Social Science,1550-3585,1550-3631,2 区,No
Social Sciences,Du Bois Review-Social Science Research on Race,1742-058X,1742-0598,2 区,No
Social Sciences,Journal of Cybersecurity,2057-2085,2057-2093,2 区,No
Social Sciences,EUROPEAN JOURNAL OF WOMENS STUDIES,1350-5068,1461-7420,2 区,No
Social Sciences,Journal of Politics in Latin America,1866-802X,1868-4890,2 区,No
Social Sciences,Swiss Political Science Review,1424-7755,1662-6370,2 区,No
Social Sciences,Central Asian Survey,0263-4937,1465-3354,2 区,No
Social Sciences,JOURNAL OF PALESTINE STUDIES,0377-919X,1533-8614,2 区,No
Social Sciences,Police Quarterly,1098-6111,1552-745X,2 区,No
Social Sciences,Contemporary Italian Politics,2324-8823,2324-8831,2 区,No
Social Sciences,Global Constitutionalism,2045-3817,2045-3825,2 区,No
Social Sciences,UCLA LAW REVIEW,0041-5650,1943-1724,2 区,No
Social Sciences,Sociological Science,-,2330-6696,2 区,No
Social Sciences,Senses & Society,1745-8927,1745-8935,2 区,No
Social Sciences,Journal of East Asian Studies,1598-2408,2234-6643,2 区,No
Social Sciences,EUROPEAN JOURNAL OF MIGRATION AND LAW,1388-364X,1571-8166,2 区,No
Social Sciences,International Feminist Journal of Politics,1461-6742,1468-4470,2 区,No
Social Sciences,Men and Masculinities,1097-184X,1552-6828,2 区,No
Social Sciences,Journal of Race Ethnicity and Politics,-,2056-6085,2 区,No
Social Sciences,Polar-Political and Legal Anthropology Review,1081-6976,1555-2934,2 区,No
Social Sciences,HUMAN NATURE-AN INTERDISCIPLINARY BIOSOCIAL PERSPECTIVE,1045-6767,1936-4776,2 区,No
Social Sciences,Election Law Journal,1533-1296,1557-8062,2 区,No
Social Sciences,CRITICAL INQUIRY,0093-1896,1539-7858,2 区,No
Social Sciences,Netherlands Quarterly of Human Rights,0924-0519,2214-7357,2 区,No
Social Sciences,China Information,0920-203X,1741-590X,2 区,No
Social Sciences,Journal of Lesbian Studies,1089-4160,1540-3548,2 区,No
Social Sciences,POLITICS & SOCIETY,0032-3292,1552-7514,2 区,No
Social Sciences,SCANDINAVIAN POLITICAL STUDIES,0080-6757,1467-9477,2 区,No
Social Sciences,German Politics,0964-4008,1743-8993,2 区,No
Social Sciences,TIME & SOCIETY,0961-463X,1461-7463,2 区,No
Social Sciences,Journal of Bisexuality,1529-9716,1529-9724,2 区,No
Social Sciences,Business and Politics,-,1469-3569,2 区,No
Social Sciences,LGBTQ Family-An Interdisciplinary Journal,2770-3371,2770-338X,2 区,No
Social Sciences,Critical Policy Studies,1946-0171,1946-018X,2 区,No
Social Sciences,Revista de Ciencia Politica,0718-090X,0718-090X,2 区,No
Social Sciences,REPRESENTATIONS,0734-6018,1533-855X,2 区,No
Social Sciences,EVOLUTIONARY ANTHROPOLOGY,1060-1538,1520-6505,2 区,No
Social Sciences,PUBLIUS-THE JOURNAL OF FEDERALISM,0048-5950,1747-7107,2 区,No
Social Sciences,Politics,0263-3957,1467-9256,2 区,No
Social Sciences,American Journal of Cultural Sociology,2049-7113,2049-7121,2 区,No
Social Sciences,INTERNATIONAL JOURNAL OF MIDDLE EAST STUDIES,0020-7438,1471-6380,2 区,No
Social Sciences,European Journal of Sociology-Archives Europeennes de Sociologie,0003-9756,1474-0583,2 区,No
Social Sciences,INTERNATIONAL POLITICAL SCIENCE REVIEW,0192-5121,1460-373X,2 区,No
Social Sciences,Middle East Critique,1943-6149,1943-6157,2 区,No
Social Sciences,NORTHWESTERN UNIVERSITY LAW REVIEW,0029-3571,-,2 区,No
Social Sciences,LATIN AMERICAN POLITICS AND SOCIETY,1531-426X,1548-2456,2 区,No
Social Sciences,Asia Pacific Viewpoint,1360-7456,1467-8373,2 区,No
Social Sciences,CRITICAL ASIAN STUDIES,1467-2715,1472-6033,2 区,No
Social Sciences,Lithic Technology,0197-7261,2051-6185,2 区,No
Social Sciences,CHILD MALTREATMENT,1077-5595,1552-6119,2 区,No
Social Sciences,SOCIAL POLICY & ADMINISTRATION,0144-5596,1467-9515,2 区,No
Social Sciences,DAEDALUS,0011-5266,1548-6192,2 区,No
Social Sciences,Democratic Theory-An Interdisciplinary Journal,2332-8894,2332-8908,2 区,No
Social Sciences,CRITICAL SOCIAL POLICY,0261-0183,1461-703X,2 区,No
Social Sciences,Asian Population Studies,1744-1730,1744-1749,2 区,No
Social Sciences,VIOLENCE AGAINST WOMEN,1077-8012,1552-8448,2 区,No
Social Sciences,INTERNATIONAL MIGRATION REVIEW,0197-9183,1747-7379,2 区,No
Social Sciences,Human Rights Law Review,1461-7781,1744-1021,2 区,No
Social Sciences,European Journal of Political Theory,1474-8851,1741-2730,2 区,No
Social Sciences,Fudan Journal of the Humanities and Social Sciences,1674-0750,2198-2600,2 区,No
Social Sciences,COMMON MARKET LAW REVIEW,0165-0750,1875-8320,2 区,No
Social Sciences,Evaluation,1356-3890,1461-7153,2 区,No
Social Sciences,International Studies Perspectives,1528-3577,1528-3585,2 区,No
Social Sciences,MODERN LAW REVIEW,0026-7961,1468-2230,2 区,No
Social Sciences,CURRENT ANTHROPOLOGY,0011-3204,1537-5382,2 区,No
Social Sciences,Ethnopolitics,1744-9057,1744-9065,2 区,No
Social Sciences,Social Anthropology,0964-0282,1469-8676,2 区,No
Social Sciences,Globalizations,1474-7731,1474-774X,2 区,No
Social Sciences,Gender Technology & Development,0971-8524,0973-0656,2 区,No
Social Sciences,Global Public Policy and Governance,2730-6291,2730-6305,2 区,No
Social Sciences,BOUNDARY 2-AN INTERNATIONAL JOURNAL OF LITERATURE AND CULTURE,0190-3659,1527-2141,2 区,No
Social Sciences,Feminist Theory,1464-7001,1741-2773,2 区,No
Social Sciences,European Journal of Social Theory,1368-4310,1461-7137,2 区,No
Social Sciences,Journal of Political Marketing,1537-7857,1537-7865,2 区,No
Social Sciences,Applied Research in Quality of Life,1871-2584,1871-2576,2 区,No
Social Sciences,Politics and Governance,2183-2463,2183-2463,2 区,No
Social Sciences,Interest Groups & Advocacy,2047-7414,2047-7422,2 区,No
Social Sciences,Journal of Elections Public Opinion and Parties,1745-7289,1745-7297,2 区,No
Social Sciences,Leisure Studies,0261-4367,1466-4496,2 区,No
Social Sciences,Ethnicities,1468-7968,1741-2706,2 区,No
Social Sciences,Historical Materialism-Research in Critical Marxist Theory,1465-4466,1569-206X,2 区,No
Social Sciences,Nationalities Papers-The Journal of Nationalism and Ethnicity,0090-5992,1465-3923,2 区,No
Social Sciences,Journal of Comparative Politics,1338-1385,1338-1385,2 区,No
Social Sciences,JOURNAL OF CULTURAL HERITAGE,1296-2074,1778-3674,2 区,No
Social Sciences,Child Indicators Research,1874-897X,1874-8988,2 区,No
Social Sciences,Constellations-An International Journal of Critical and Democratic Theory,1351-0487,1467-8675,2 区,No
Social Sciences,Australian Social Work,0312-407X,1447-0748,2 区,No
Social Sciences,JOURNAL OF INTERNATIONAL ECONOMIC LAW,1369-3034,1464-3758,2 区,No
Social Sciences,DISABILITY & SOCIETY,0968-7599,1360-0508,2 区,No
Social Sciences,China Review-An Interdisciplinary Journal on Greater China,1680-2012,1680-2012,2 区,No
Social Sciences,Frontiers in Political Science,-,2673-3145,2 区,No
Social Sciences,Law and History Review,0738-2480,1939-9022,2 区,No
Social Sciences,FEMINIST REVIEW,0141-7789,1466-4380,2 区,No
Social Sciences,CANADIAN JOURNAL OF POLITICAL SCIENCE-REVUE CANADIENNE DE SCIENCE POLITIQUE,0008-4239,1744-9324,2 区,No
Social Sciences,State Crime,2046-6056,2046-6064,2 区,No
Social Sciences,British Politics,1746-918X,1746-9198,2 区,No
Social Sciences,SYMBOLIC INTERACTION,0195-6086,1533-8665,2 区,No
Social Sciences,Emotion Space and Society,1755-4586,1878-0040,2 区,No
Social Sciences,WOMENS STUDIES INTERNATIONAL FORUM,0277-5395,1879-243X,2 区,No
Social Sciences,POLITICAL QUARTERLY,0032-3179,1467-923X,2 区,No
Social Sciences,AMERICAN ANTHROPOLOGIST,0002-7294,1548-1433,2 区,No
Social Sciences,Journal of Computational Social Science,2432-2717,2432-2725,2 区,No
Social Sciences,Journal of Balkan and Near Eastern Studies,1944-8953,1944-8961,2 区,No
Social Sciences,International Journal of Law Crime and Justice,1756-0616,1876-763X,2 区,No
Social Sciences,SOCIAL & LEGAL STUDIES,0964-6639,1461-7390,2 区,No
Social Sciences,Postcolonial Studies,1368-8790,1466-1888,2 区,No
Social Sciences,Cambridge Law Journal,0008-1973,1469-2139,2 区,No
Social Sciences,ANTHROPOZOOLOGICA,0761-3032,2107-0881,2 区,No
Social Sciences,SEXUAL AND GENDER DIVERSITY IN SOCIAL SERVICES,1053-8720,1540-4056,2 区,No
Social Sciences,Qualitative Sociology,0162-0436,1573-7837,2 区,No
Social Sciences,JOURNAL OF POLITICAL IDEOLOGIES,1356-9317,1469-9613,2 区,No
Social Sciences,Journal of Cultural Economy,1753-0350,1753-0369,2 区,No
Social Sciences,International Journal of Law in Context,1744-5523,1744-5531,2 区,No
Social Sciences,European Journal of Cultural Studies,1367-5494,1460-3551,2 区,No
Social Sciences,JOURNAL OF MODERN AFRICAN STUDIES,0022-278X,1469-7777,2 区,No
Social Sciences,Journal of Public Policy,0143-814X,1469-7815,2 区,No
Social Sciences,RURAL SOCIOLOGY,0036-0112,1549-0831,2 区,No
Social Sciences,INTERNATIONAL MIGRATION,0020-7985,1468-2435,2 区,No
Social Sciences,Voluntas,0957-8765,1573-7888,2 区,No
Social Sciences,SPACE POLICY,0265-9646,1879-338X,2 区,No
Social Sciences,Journal of Human Rights,1475-4835,1475-4843,2 区,No
Social Sciences,QUALITATIVE INQUIRY,1077-8004,1552-7565,2 区,No
Social Sciences,STUDIES IN AMERICAN POLITICAL DEVELOPMENT,0898-588X,1469-8692,2 区,No
Social Sciences,JOURNAL OF SOUTHERN AFRICAN STUDIES,0305-7070,1465-3893,2 区,No
Social Sciences,LAW PROBABILITY & RISK,1470-8396,1470-840X,2 区,No
Social Sciences,FOREIGN AFFAIRS,0015-7120,-,2 区,No
Social Sciences,Foreign Policy Analysis,1743-8586,1743-8594,2 区,No
Social Sciences,Law & Social Inquiry,0897-6546,1747-4469,2 区,No
Social Sciences,State Politics & Policy Quarterly,1532-4400,1946-1607,2 区,No
Social Sciences,CURRENT SOCIOLOGY,0011-3921,1461-7064,2 区,No
Social Sciences,Journal of Empirical Legal Studies,1740-1453,1740-1461,2 区,No
Social Sciences,Global Responsibility to Protect,1875-9858,1875-984X,2 区,No
Social Sciences,Demographic Research,1435-9871,2363-7064,2 区,No
Social Sciences,POPULATION STUDIES-A JOURNAL OF DEMOGRAPHY,0032-4728,1477-4747,2 区,No
Social Sciences,NPJ HERITAGE SCIENCE,2050-7445,2050-7445,2 区,No
Social Sciences,New Perspectives,2336-825X,2336-8268,2 区,No
Social Sciences,Behavioral Sciences of Terrorism and Political Aggression,1943-4472,1943-4480,2 区,No
Social Sciences,Yale Journal on Regulation,0741-9457,2376-5925,2 区,No
Social Sciences,POLITICAL THEORY,0090-5917,1552-7476,2 区,No
Social Sciences,JOURNAL OF ENVIRONMENTAL LAW,0952-8873,1464-374X,2 区,No
Social Sciences,Analyses of Social Issues and Public Policy,1529-7489,1530-2415,2 区,No
Social Sciences,Childrens Geographies,1473-3285,1473-3277,2 区,No
Social Sciences,Social Policy and Society,1474-7464,1475-3073,2 区,No
Social Sciences,Social Justice Research,0885-7466,1573-6725,2 区,No
Social Sciences,Bulletin of the School of Oriental and African Studies,0041-977X,1474-0699,2 区,No
Social Sciences,INTERNATIONAL JOURNAL OF LGBTQ+ YOUTH STUDIES,1936-1653,1936-1661,2 区,No
Social Sciences,INDO-IRANIAN JOURNAL,0019-7246,1572-8536,2 区,No
Social Sciences,CHILDHOOD-A GLOBAL JOURNAL OF CHILD RESEARCH,0907-5682,1461-7013,2 区,No
Social Sciences,Iranian Studies,0021-0862,1475-4819,2 区,No
Social Sciences,THEORY AND SOCIETY,0304-2421,1573-7853,2 区,No
Social Sciences,Sociology Compass,1751-9020,1751-9020,2 区,No
Social Sciences,Peacebuilding,2164-7259,2164-7267,2 区,No
Social Sciences,THEORY CULTURE & SOCIETY,0263-2764,1460-3616,2 区,No
Social Sciences,MIDDLE EAST POLICY,1061-1924,1475-4967,2 区,No
Social Sciences,Journal of Legal Analysis,2161-7201,1946-5319,2 区,No
Social Sciences,Landscape Research,0142-6397,1469-9710,2 区,No
Social Sciences,COMMUNIST AND POST-COMMUNIST STUDIES,0967-067X,1873-6920,2 区,No
Social Sciences,American Journal of Criminal Justice,1066-2316,1936-1351,2 区,No
Social Sciences,International Journal of Politics Culture and Society,0891-4486,1573-3416,2 区,No
Social Sciences,Forum-A Journal of Applied Research in Contemporary Politics,2194-6183,1540-8884,2 区,No
Social Sciences,AUSTRALIAN JOURNAL OF SOCIAL ISSUES,0157-6321,1839-4655,2 区,No
Social Sciences,International Data Privacy Law,2044-3994,2044-4001,2 区,No
Social Sciences,COMMONWEALTH & COMPARATIVE POLITICS,1466-2043,1743-9094,2 区,No
Social Sciences,Indonesia and the Malay World,1363-9811,1469-8382,2 区,No
Social Sciences,AMERICAN JOURNAL OF INTERNATIONAL LAW,0002-9300,2161-7953,2 区,No
Social Sciences,Nordic Journal of Human Rights,1891-8131,1891-814X,2 区,No
Social Sciences,Settler Colonial Studies,2201-473X,1838-0743,2 区,No
Social Sciences,Environment and Planning C-Politics and Space,2399-6544,2399-6552,2 区,No
Social Sciences,JOURNAL OF LAW & ECONOMICS,0022-2186,1537-5285,2 区,No
Social Sciences,Ethnography,1466-1381,1741-2714,2 区,No
Social Sciences,AMERICAN CRIMINAL LAW REVIEW,0164-0364,0164-0364,2 区,No
Social Sciences,JOURNAL OF LEISURE RESEARCH,0022-2216,2159-6417,2 区,No
Social Sciences,SOCIOLOGICAL QUARTERLY,0038-0253,1533-8525,2 区,No
Social Sciences,SOCIAL SCIENCE QUARTERLY,0038-4941,1540-6237,2 区,No
Social Sciences,Mediterranean Politics,1362-9395,1743-9418,2 区,No
Social Sciences,JOURNAL OF ASIAN STUDIES,0021-9118,1752-0401,2 区,No
Social Sciences,Civil Wars,1369-8249,1743-968X,2 区,No
Social Sciences,Current Legal Problems,0070-1998,2044-8422,3 区,No
Social Sciences,Surveillance & Society,1477-7487,1477-7487,3 区,No
Social Sciences,ARMED FORCES & SOCIETY,0095-327X,1556-0848,3 区,No
Social Sciences,Southeast European and Black Sea Studies,1468-3857,1743-9639,3 区,No
Social Sciences,Early Medieval China,1529-9104,1946-7842,3 区,No
Social Sciences,YOUTH & SOCIETY,0044-118X,1552-8499,3 区,No
Social Sciences,ICON-INTERNATIONAL JOURNAL OF CONSTITUTIONAL LAW,1474-2640,1474-2659,3 区,No
Social Sciences,Asia Pacific Law Review,1019-2557,1875-8444,3 区,No
Social Sciences,Victims & Offenders,1556-4886,1556-4991,3 区,No
Social Sciences,Journal of International Dispute Settlement,2040-3593,2040-3585,3 区,No
Social Sciences,European Political Science,1680-4333,1682-0983,3 区,No
Social Sciences,Journal of Immigrant & Refugee Studies,1556-2948,1556-2956,3 区,No
Social Sciences,EVALUATION AND PROGRAM PLANNING,0149-7189,1873-7870,3 区,No
Social Sciences,Children & Society,0951-0605,1099-0860,3 区,No
Social Sciences,Focaal-Journal of Global and Historical Anthropology,0920-1297,1558-5263,3 区,No
Social Sciences,JOURNAL OF CRIME & JUSTICE,0735-648X,2158-9119,3 区,No
Social Sciences,EAST EUROPEAN POLITICS AND SOCIETIES,0888-3254,1533-8371,3 区,No
Social Sciences,MODERN ASIAN STUDIES,0026-749X,1469-8099,3 区,No
Social Sciences,Law & Policy,0265-8240,1467-9930,3 区,No
Social Sciences,Kotuitui-New Zealand Journal of Social Sciences Online,-,1177-083X,3 区,No
Social Sciences,Journal of Family Studies,1322-9400,1839-3543,3 区,No
Social Sciences,Congress & The Presidency-A Journal of Capital Studies,0734-3469,1944-1053,3 区,No
Social Sciences,Geographical Research,1745-5863,1745-5871,3 区,No
Social Sciences,Moravian Geographical Reports,1210-8812,2199-6202,3 区,No
Social Sciences,Review of European Comparative & International Environmental Law,2050-0386,2050-0394,3 区,No
Social Sciences,Contemporary Political Theory,1470-8914,1476-9336,3 区,No
Social Sciences,Irish Political Studies,0790-7184,1743-9078,3 区,No
Social Sciences,European Journal of Futures Research,2195-4194,2195-2248,3 区,No
Social Sciences,Rethinking Marxism-A Journal of Economics Culture & Society,0893-5696,1475-8059,3 区,No
Social Sciences,POPULATION AND ENVIRONMENT,0199-0039,1573-7810,3 区,No
Social Sciences,Critical Sociology,0896-9205,1569-1632,3 区,No
Social Sciences,CRIMINAL JUSTICE AND BEHAVIOR,0093-8548,1552-3594,3 区,No
Social Sciences,CONFLICT MANAGEMENT AND PEACE SCIENCE,0738-8942,1549-9219,3 区,No
Social Sciences,Fat Studies-An Interdisciplinary Journal of Body Weight and Society,2160-4851,2160-486X,3 区,No
Social Sciences,SOCIETY,0147-2011,1936-4725,3 区,No
Social Sciences,SOCIAL WORK,0037-8046,1545-6846,3 区,No
Social Sciences,NOTRE DAME LAW REVIEW,0745-3515,-,3 区,No
Social Sciences,Trends in Organized Crime,1084-4791,1936-4830,3 区,No
Social Sciences,Affilia-Feminist Inquiry in Social Work,0886-1099,1552-3020,3 区,No
Social Sciences,AUSTRALIAN GEOGRAPHER,0004-9182,1465-3311,3 区,No
Social Sciences,African Archaeological Review,0263-0338,1572-9842,3 区,No
Social Sciences,Chinese Journal of International Law,1540-1650,1746-9937,3 区,No
Social Sciences,PACIFIC AFFAIRS,0030-851X,1715-3379,3 区,No
Social Sciences,POLITICAL SCIENCE,0032-3187,2041-0611,3 区,No
Social Sciences,SOCIAL SCIENCE INFORMATION SUR LES SCIENCES SOCIALES,0539-0184,1461-7412,3 区,No
Social Sciences,Sociological Methodology,0081-1750,1467-9531,3 区,No
Social Sciences,Oxford Journal of Legal Studies,0143-6503,1464-3820,3 区,No
Social Sciences,GEOGRAFISKA ANNALER SERIES B-HUMAN GEOGRAPHY,0435-3684,1468-0467,3 区,No
Social Sciences,Child & Family Social Work,1356-7500,1365-2206,3 区,No
Social Sciences,Japanese Journal of Political Science,1468-1099,1474-0060,3 区,No
Social Sciences,JOURNAL OF THE ROYAL ASIATIC SOCIETY,1356-1863,1474-0591,3 区,No
Social Sciences,Race and Social Problems,1867-1748,1867-1756,3 区,No
Social Sciences,POLICING-AN INTERNATIONAL JOURNAL OF POLICE STRATEGIES & MANAGEMENT,1363-951X,1758-695X,3 区,No
Social Sciences,Nan Nu-Men Women and Gender in China,1387-6805,1568-5268,3 区,No
Social Sciences,STUDIES IN COMPARATIVE INTERNATIONAL DEVELOPMENT,0039-3606,1936-6167,3 区,No
Social Sciences,AUSTRALIAN JOURNAL OF POLITICAL SCIENCE,1036-1146,1363-030X,3 区,No
Social Sciences,Women & Criminal Justice,0897-4454,1541-0323,3 区,No
Social Sciences,Journal of Human Rights Practice,1757-9619,1757-9627,3 区,No
Social Sciences,Journal of Political Power,2158-379X,2158-3803,3 区,No
Social Sciences,Journal of Social Work,1468-0173,1741-296X,3 区,No
Social Sciences,Journal of Developmental and Life-Course Criminology,2199-4641,2199-465X,3 区,No
Social Sciences,Conservation & Society,0972-4923,0975-3133,3 区,No
Social Sciences,SCOTTISH GEOGRAPHICAL JOURNAL,1470-2541,1751-665X,3 区,No
Social Sciences,CULTURAL STUDIES,0950-2386,1466-4348,3 区,No
Social Sciences,Politics Groups and Identities,2156-5503,2156-5511,3 区,No
Social Sciences,International Journal of Childrens Rights,0927-5568,1571-8182,3 区,No
Social Sciences,SOCIOLOGICAL RESEARCH ONLINE,1360-7804,1360-7804,3 区,No
Social Sciences,European Journal of Development Research,0957-8811,1743-9728,3 区,No
Social Sciences,FAMILY RELATIONS,0197-6664,1741-3729,3 区,No
Social Sciences,AFRICA,0001-9720,1750-0184,3 区,No
Social Sciences,LEISURE SCIENCES,0149-0400,1521-0588,3 区,No
Social Sciences,SOCIOLOGICAL INQUIRY,0038-0245,1475-682X,3 区,No
Social Sciences,Capital and Class,0309-8168,2041-0980,3 区,No
Social Sciences,LEGAL AND CRIMINOLOGICAL PSYCHOLOGY,1355-3259,2044-8333,3 区,No
Social Sciences,DUKE LAW JOURNAL,0012-7086,1939-9111,3 区,No
Social Sciences,JOURNAL OF THEORETICAL POLITICS,0951-6298,1460-3667,3 区,No
Social Sciences,International Journal of Evidence & Proof,1365-7127,1740-5572,3 区,No
Social Sciences,New Perspectives on Turkey,0896-6346,1305-3299,3 区,No
Social Sciences,CROSS-CULTURAL RESEARCH,1069-3971,1552-3578,3 区,No
Social Sciences,European Journal of Social Work,1369-1457,1468-2664,3 区,No
Social Sciences,CANADIAN PUBLIC POLICY-ANALYSE DE POLITIQUES,0317-0861,1911-9917,3 区,No
Social Sciences,ASIAN SURVEY,0004-4687,1533-838X,3 区,No
Social Sciences,Youth Justice-An International Journal,1473-2254,1747-6283,3 区,No
Social Sciences,Qualitative Research Journal,1443-9883,1448-0980,3 区,No
Social Sciences,Heritage,2571-9408,2571-9408,3 区,No
Social Sciences,Asian Journal of Criminology,1871-0131,1871-014X,3 区,No
Social Sciences,POLITICAL SCIENCE QUARTERLY,0032-3195,1538-165X,3 区,No
Social Sciences,ETHOS,0091-2131,1548-1352,3 区,No
Social Sciences,SOCIOLOGICAL FORUM,0884-8971,1573-7861,3 区,No
Social Sciences,Regional and Federal Studies,1359-7566,1743-9434,3 区,No
Social Sciences,Subjectivity,1755-6341,1755-635X,3 区,No
