期刊名称,JCR_2024JIF,JCR_Quartile,JCR_JIF_rank,JCR_Category,CAS_分区,CAS_Top,CAS_OpenAccess,ISSN,EISSN,出版商,国家,EI_学科,数据来源
SCANDINAVIAN JOURNAL OF GASTROENTEROLOGY,1.7,Q3,103/147,GASTROENTEROLOGY & HEPATOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
SCANDINAVIAN JOURNAL OF HISTORY,0.8,Q1,35/538,HISTORY(AHCI),2,否,否,,,,,,JCR+CAS
SCANDINAVIAN JOURNAL OF HOSPITALITY AND TOURISM,3.6,Q1,11/219,"HOSPITALITY, LEISURE, SPORT & TOURISM(SSCI);SOCIOLOGY(SSCI)",3,否,否,,,,,,JCR+CAS
SCANDINAVIAN JOURNAL OF IMMUNOLOGY,1.6,Q4,152/183,IMMUNOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
SCANDINAVIAN JOURNAL OF LABORATORY ANIMAL SCIENCE,0.2,Q4,159/170,VETERINARY SCIENCES(SCIE),4,否,否,,,,,,JCR+CAS
SCANDINAVIAN JOURNAL OF MANAGEMENT,2.5,Q3,229/420,MANAGEMENT(SSCI),4,否,否,,,,,,JCR+CAS
SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS,3.8,Q1,14/133,SPORT SCIENCES(SCIE),2,是,否,,,,,,JCR+CAS
SCANDINAVIAN JOURNAL OF OCCUPATIONAL THERAPY,1.3,Q3,109/173,"REHABILITATION(SCIE, SSCI)",3,否,是,,,,,,JCR+CAS
SCANDINAVIAN JOURNAL OF PAIN,1.9,Q3,188/285,CLINICAL NEUROLOGY(ESCI),4,否,是,,,,,,JCR+CAS
SCANDINAVIAN JOURNAL OF PRIMARY HEALTH CARE,1.8,Q2,112/332,"HEALTH CARE SCIENCES & SERVICES(SCIE);MEDICINE, GENERAL & INTERNAL(SCIE);PRIMARY HEALTH CARE(SCIE)",3,否,是,,,,,,JCR+CAS
SCANDINAVIAN JOURNAL OF PSYCHOLOGY,2.1,Q2,77/221,"PSYCHOLOGY, MULTIDISCIPLINARY(SSCI)",3,否,否,,,,,,JCR+CAS
SCANDINAVIAN JOURNAL OF PUBLIC HEALTH,2.1,Q2,200/419,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(SCIE, SSCI)",4,否,否,,,,,,JCR+CAS
SCANDINAVIAN JOURNAL OF RHEUMATOLOGY,2.1,Q3,32/58,RHEUMATOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
SCANDINAVIAN JOURNAL OF STATISTICS,1.0,Q3,98/167,STATISTICS & PROBABILITY(SCIE),4,否,否,,,,,,JCR+CAS
SCANDINAVIAN JOURNAL OF SURGERY,1.8,Q2,134/312,SURGERY(SCIE),3,否,否,,,,,,JCR+CAS
SCANDINAVIAN JOURNAL OF THE OLD TESTAMENT,0.1,,,RELIGION(AHCI),4,否,否,,,,,,JCR+CAS
SCANDINAVIAN JOURNAL OF TRAUMA RESUSCITATION & EMERGENCY MEDICINE,3.1,Q1,9/56,EMERGENCY MEDICINE(SCIE),2,否,是,,,,,,JCR+CAS
SCANDINAVIAN JOURNAL OF UROLOGY,2.1,Q2,62/133,UROLOGY & NEPHROLOGY(SCIE),4,否,否,,,,,,JCR+CAS
SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH,4.3,Q1,47/419,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(SCIE, SSCI)",2,否,否,,,,,,JCR+CAS
SCANDINAVIAN POLITICAL STUDIES,2.4,Q1,71/322,POLITICAL SCIENCE(SSCI),2,否,否,,,,,,JCR+CAS
SCANDINAVIAN STUDIES,0.5,,,"HUMANITIES, MULTIDISCIPLINARY(AHCI)",3,否,否,,,,,,JCR+CAS
SCANDINAVICA,<0.1,,,"LITERATURE, GERMAN, DUTCH, SCANDINAVIAN(AHCI)",3,否,否,,,,,,JCR+CAS
SCANDO-SLAVICA,0.1,,,"HUMANITIES, MULTIDISCIPLINARY(ESCI)",3,否,否,,,,,,JCR+CAS
SCHIZOPHRENIA,4.1,Q1,49/288,PSYCHIATRY(SCIE),2,否,是,,,,,,JCR+CAS
SCHIZOPHRENIA BULLETIN,4.8,Q1,37/288,"PSYCHIATRY(SCIE, SSCI)",1,是,否,,,,,,JCR+CAS
SCHIZOPHRENIA BULLETIN OPEN,2.0,Q3,168/288,PSYCHIATRY(ESCI),,,,,,,,,JCR
SCHIZOPHRENIA RESEARCH,3.5,Q1,71/288,"PSYCHIATRY(SCIE, SSCI)",2,否,否,,,,,,JCR+CAS
SCHIZOPHRENIA RESEARCH-COGNITION,3.0,Q1,16/102,"PSYCHIATRY(ESCI);PSYCHOLOGY, EXPERIMENTAL(ESCI)",3,否,是,,,,,,JCR+CAS
SCHMERZ,0.6,Q4,53/68,ANESTHESIOLOGY(SCIE);CLINICAL NEUROLOGY(SCIE),4,否,否,,,,,,JCR+CAS
SCHOLE-FILOSOFSKOE ANTIKOVEDENIE I KLASSICHESKAYA TRADITSIYA-SCHOLE-ANCIENT PHILOSOPHY AND THE CLASSICAL TRADITION,0.2,,,PHILOSOPHY(ESCI),4,否,是,,,,,,JCR+CAS
SCHOOL EFFECTIVENESS AND SCHOOL IMPROVEMENT,2.8,Q1,111/756,EDUCATION & EDUCATIONAL RESEARCH(SSCI),3,否,否,,,,,,JCR+CAS
SCHOOL LEADERSHIP & MANAGEMENT,3.3,Q1,76/756,EDUCATION & EDUCATIONAL RESEARCH(ESCI);MANAGEMENT(ESCI),2,否,否,,,,,,JCR+CAS
SCHOOL MENTAL HEALTH,3.7,Q1,17/94,"PSYCHOLOGY, DEVELOPMENTAL(SSCI);PSYCHOLOGY, EDUCATIONAL(SSCI)",3,否,否,,,,,,JCR+CAS
SCHOOL PSYCHOLOGY,1.8,Q3,39/74,"PSYCHOLOGY, EDUCATIONAL(SSCI)",2,否,否,,,,,,JCR+CAS
SCHOOL PSYCHOLOGY INTERNATIONAL,1.5,Q3,51/74,"PSYCHOLOGY, EDUCATIONAL(SSCI)",4,否,否,,,,,,JCR+CAS
SCHOOL PSYCHOLOGY REVIEW,4.2,Q1,7/74,"PSYCHOLOGY, EDUCATIONAL(SSCI)",2,否,否,,,,,,JCR+CAS
SCHOOL SCIENCE AND MATHEMATICS,0.9,Q3,464/756,EDUCATION & EDUCATIONAL RESEARCH(ESCI),4,否,否,,,,,,JCR+CAS
SCHOOLS-STUDIES IN EDUCATION,0.7,Q3,518/756,EDUCATION & EDUCATIONAL RESEARCH(ESCI),4,否,否,,,,,,JCR+CAS
SCHWEIZER ARCHIV FUR TIERHEILKUNDE,0.9,Q3,112/170,VETERINARY SCIENCES(SCIE),4,否,否,,,,,,JCR+CAS
SCHWEIZERISCHES ARCHIV FUR VOLKSKUNDE,<0.1,,,FOLKLORE(AHCI),4,否,否,,,,,,JCR+CAS
SCIENCE,45.8,Q1,3/135,MULTIDISCIPLINARY SCIENCES(SCIE),1,是,否,,,,,,JCR+CAS
SCIENCE & EDUCATION,2.5,Q1,10/112,"EDUCATION & EDUCATIONAL RESEARCH(SSCI);HISTORY & PHILOSOPHY OF SCIENCE(AHCI, SCIE)",3,否,否,,,,,,JCR+CAS
SCIENCE & GLOBAL SECURITY,1.0,Q3,102/169,INTERNATIONAL RELATIONS(ESCI),4,否,否,,,,,,JCR+CAS
SCIENCE & JUSTICE,2.0,Q2,7/22,"MEDICINE, LEGAL(SCIE);PATHOLOGY(SCIE)",4,否,否,,,,,,JCR+CAS
SCIENCE & SOCIETY,1.1,Q2,122/271,"SOCIAL SCIENCES, INTERDISCIPLINARY(SSCI)",3,否,否,,,,,,JCR+CAS
SCIENCE & SPORTS,1.0,Q4,108/133,SPORT SCIENCES(SCIE),4,否,否,,,,,,JCR+CAS
SCIENCE & TECHNIQUE,0.2,Q4,166/175,"ENGINEERING, MULTIDISCIPLINARY(ESCI)",4,否,是,,,,,,JCR+CAS
SCIENCE ACTIVITIES-PROJECTS AND CURRICULUM IDEAS IN STEM CLASSROOMS,0.7,Q3,518/756,EDUCATION & EDUCATIONAL RESEARCH(ESCI),4,否,否,,,,,,JCR+CAS
SCIENCE ADVANCES,12.5,Q1,12/135,MULTIDISCIPLINARY SCIENCES(SCIE),1,是,是,-,23752548,American Association for the Advancement of Science,United States,Multidisciplinary,JCR+CAS+EI
SCIENCE AND ENGINEERING ETHICS,3.0,Q1,7/112,"ENGINEERING, MULTIDISCIPLINARY(SCIE);ETHICS(SSCI);HISTORY & PHILOSOPHY OF SCIENCE(SCIE);MULTIDISCIPLINARY SCIENCES(SCIE)",3,否,是,,,,,,JCR+CAS
SCIENCE AND ENGINEERING OF COMPOSITE MATERIALS,1.6,Q3,25/34,"MATERIALS SCIENCE, COMPOSITES(SCIE)",4,否,是,-,21910359,Walter de Gruyter GmbH,Germany,Ceramics and Composites; Materials Chemistry,JCR+CAS+EI
SCIENCE AND GLOBAL SECURITY,,,,,,,,08929882,15477800,Routledge,United Kingdom,Engineering (all),EI
SCIENCE AND INNOVATION,1.2,Q3,73/135,MULTIDISCIPLINARY SCIENCES(ESCI),4,否,否,,,,,,JCR+CAS
SCIENCE AND MEDICINE IN FOOTBALL,3.5,Q1,18/133,SPORT SCIENCES(SCIE),2,否,否,,,,,,JCR+CAS
SCIENCE AND PUBLIC POLICY,2.3,Q2,34/90,ENVIRONMENTAL STUDIES(SSCI);MANAGEMENT(SSCI);PUBLIC ADMINISTRATION(SSCI),4,否,否,,,,,,JCR+CAS
SCIENCE AND TECHNOLOGY FOR ENERGY TRANSITION,1.9,Q2,9/24,"ENERGY & FUELS(SCIE);ENGINEERING, CHEMICAL(SCIE);ENGINEERING, PETROLEUM(SCIE)",4,否,是,,,,,,JCR+CAS
SCIENCE AND TECHNOLOGY FOR ENERGY TRANSITION (STET),,,,,,,,-,28047699,Editions Technip,France,Chemical Engineering (all); Energy Engineering and Power Technology; Fuel Technology,EI
SCIENCE AND TECHNOLOGY FOR THE BUILT ENVIRONMENT,1.6,Q3,54/95,"CONSTRUCTION & BUILDING TECHNOLOGY(SCIE);ENGINEERING, MECHANICAL(SCIE);THERMODYNAMICS(SCIE)",4,否,否,23744731,2374474X,Taylor and Francis Ltd.,United States,Fluid Flow and Transfer Processes; Building and Construction; Environmental Engineering,JCR+CAS+EI
SCIENCE AND TECHNOLOGY LIBRARIES,,,,,,,,0194262X,15411109,Routledge,United States,Library and Information Sciences,EI
SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS,6.9,Q1,104/460,"MATERIALS SCIENCE, MULTIDISCIPLINARY(SCIE)",3,否,是,14686996,18785514,Taylor and Francis Ltd.,United Kingdom,Materials Science (all),JCR+CAS+EI
SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS-METHODS,2.8,Q3,264/460,"MATERIALS SCIENCE, MULTIDISCIPLINARY(ESCI)",,,,,,,,,JCR
SCIENCE AND TECHNOLOGY OF ARCHAEOLOGICAL RESEARCH,2.0,,,ARCHAEOLOGY(ESCI),3,否,是,,,,,,JCR+CAS
SCIENCE AND TECHNOLOGY OF ENERGETIC MATERIALS,0.6,Q4,67/75,"CHEMISTRY, APPLIED(SCIE);CHEMISTRY, PHYSICAL(SCIE);ENGINEERING, CHEMICAL(SCIE);MATERIALS SCIENCE, MULTIDISCIPLINARY(SCIE)",4,否,否,,,,,,JCR+CAS
SCIENCE AND TECHNOLOGY OF NUCLEAR INSTALLATIONS,0.9,Q4,32/41,NUCLEAR SCIENCE & TECHNOLOGY(SCIE),4,否,是,16876075,16876083,John Wiley and Sons Ltd,United Kingdom,Nuclear Energy and Engineering,JCR+CAS+EI
SCIENCE AND TECHNOLOGY OF WELDING AND JOINING,3.7,Q1,23/96,"MATERIALS SCIENCE, MULTIDISCIPLINARY(SCIE);METALLURGY & METALLURGICAL ENGINEERING(SCIE)",3,否,否,13621718,17432936,SAGE Publications Ltd,United Kingdom,Materials Science (all); Condensed Matter Physics,JCR+CAS+EI
SCIENCE AND TECHNOLOGY STUDIES,0.9,Q2,32/112,HISTORY & PHILOSOPHY OF SCIENCE(SSCI),3,否,是,,,,,,JCR+CAS
SCIENCE AS CULTURE,2.4,Q1,2/64,"CULTURAL STUDIES(AHCI, SSCI);HISTORY & PHILOSOPHY OF SCIENCE(AHCI, SSCI)",2,否,否,,,,,,JCR+CAS
SCIENCE BULLETIN,21.1,Q1,6/135,MULTIDISCIPLINARY SCIENCES(SCIE),1,是,否,20959273,20959281,Elsevier B.V.,China,Multidisciplinary,JCR+CAS+EI
SCIENCE CHINA CHEMISTRY,,,,,,,,16747291,18691870,Science China Press,China,Chemistry (all),EI
SCIENCE CHINA EARTH SCIENCES,,,,,,,,16747313,18691897,Science China Press,China,Earth and Planetary Sciences (all),EI
SCIENCE CHINA INFORMATION SCIENCES,,,,,,,,1674733X,18691919,Science China Press,China,Computer Science (all),EI
SCIENCE CHINA MATERIALS,,,,,,,,20958226,21994501,Science China Press,China,Materials Science (all),EI
SCIENCE CHINA TECHNOLOGICAL SCIENCES,,,,,,,,16747321,18691900,Science China Press,China,Engineering (all); Materials Science (all),EI
SCIENCE CHINA-CHEMISTRY,9.7,Q1,29/239,"CHEMISTRY, MULTIDISCIPLINARY(SCIE)",1,是,否,,,,,,JCR+CAS
SCIENCE CHINA-EARTH SCIENCES,5.8,Q1,22/258,"GEOSCIENCES, MULTIDISCIPLINARY(SCIE)",1,是,否,,,,,,JCR+CAS
SCIENCE CHINA-INFORMATION SCIENCES,7.6,Q1,16/258,"COMPUTER SCIENCE, INFORMATION SYSTEMS(SCIE);ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE)",1,是,否,,,,,,JCR+CAS
SCIENCE CHINA-LIFE SCIENCES,9.5,Q1,3/107,BIOLOGY(SCIE),1,是,否,,,,,,JCR+CAS
SCIENCE CHINA-MATERIALS,7.4,Q1,96/460,"MATERIALS SCIENCE, MULTIDISCIPLINARY(SCIE)",1,是,否,,,,,,JCR+CAS
SCIENCE CHINA-MATHEMATICS,1.5,Q1,60/483,"MATHEMATICS(SCIE);MATHEMATICS, APPLIED(SCIE)",1,是,否,,,,,,JCR+CAS
SCIENCE CHINA-PHYSICS MECHANICS & ASTRONOMY,7.5,Q1,12/114,"PHYSICS, MULTIDISCIPLINARY(SCIE)",1,是,否,,,,,,JCR+CAS
SCIENCE CHINA-TECHNOLOGICAL SCIENCES,4.9,Q1,25/175,"ENGINEERING, MULTIDISCIPLINARY(SCIE);MATERIALS SCIENCE, MULTIDISCIPLINARY(SCIE)",1,是,否,,,,,,JCR+CAS
"SCIENCE CHINA: PHYSICS, MECHANICS AND ASTRONOMY",,,,,,,,16747348,18691927,Science China Press,China,Physics and Astronomy (all),EI
SCIENCE COMMUNICATION,4.1,Q1,14/227,COMMUNICATION(SSCI),1,是,否,,,,,,JCR+CAS
SCIENCE DILIMAN,,,,,4,否,是,,,,,,CAS
SCIENCE EDITING,1.3,Q3,119/227,COMMUNICATION(ESCI),3,否,是,,,,,,JCR+CAS
SCIENCE EDUCATION,3.4,Q1,70/756,EDUCATION & EDUCATIONAL RESEARCH(SSCI),2,否,否,,,,,,JCR+CAS
SCIENCE FICTION FILM AND TELEVISION,0.3,,,"FILM, RADIO, TELEVISION(ESCI)",4,否,否,,,,,,JCR+CAS
SCIENCE IMMUNOLOGY,16.3,Q1,6/183,IMMUNOLOGY(SCIE),1,是,否,,,,,,JCR+CAS
SCIENCE IN CONTEXT,0.5,Q2,56/112,"HISTORY & PHILOSOPHY OF SCIENCE(AHCI, SCIE, SSCI)",,,,,,,,,JCR
SCIENCE OF COMPUTER PROGRAMMING,1.4,Q3,87/128,"COMPUTER SCIENCE, SOFTWARE ENGINEERING(SCIE)",4,否,否,01676423,-,Elsevier B.V.,Netherlands,Computational Theory and Mathematics; Information Systems; Software; Modeling and Simulation,JCR+CAS+EI
SCIENCE OF DIABETES SELF-MANAGEMENT AND CARE,2.2,Q2,183/419,"ENDOCRINOLOGY & METABOLISM(SCIE);PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(SSCI)",4,否,否,,,,,,JCR+CAS
SCIENCE OF GYMNASTICS JOURNAL,0.7,Q4,114/133,SPORT SCIENCES(ESCI),4,否,否,,,,,,JCR+CAS
SCIENCE OF NATURE,2.1,Q2,55/135,MULTIDISCIPLINARY SCIENCES(SCIE),3,否,否,,,,,,JCR+CAS
SCIENCE OF REMOTE SENSING,5.2,Q1,13/65,ENVIRONMENTAL SCIENCES(ESCI);IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY(ESCI);REMOTE SENSING(ESCI),2,否,是,,,,,,JCR+CAS
SCIENCE OF SINTERING,1.3,Q3,20/33,"MATERIALS SCIENCE, CERAMICS(SCIE);METALLURGY & METALLURGICAL ENGINEERING(SCIE)",4,否,是,0350820X,-,International Institute for the Science of Sintering (IISS),Serbia,Ceramics and Composites; Materials Chemistry; Metals and Alloys; Condensed Matter Physics,JCR+CAS+EI
SCIENCE OF THE TOTAL ENVIRONMENT,8.0,Q1,39/374,ENVIRONMENTAL SCIENCES(SCIE),2,是,否,00489697,18791026,Elsevier B.V.,Netherlands,Environmental Chemistry; Environmental Engineering; Pollution; Waste Management and Disposal,JCR+CAS+EI
SCIENCE PROGRESS,2.9,Q2,37/135,MULTIDISCIPLINARY SCIENCES(SCIE),4,否,否,,,,,,JCR+CAS
SCIENCE ROBOTICS,27.5,Q1,1/48,ROBOTICS(SCIE),1,是,否,-,24709476,American Association for the Advancement of Science,United States,Artificial Intelligence; Computer Science Applications; Mechanical Engineering; Control and Optimization,JCR+CAS+EI
SCIENCE SIGNALING,6.6,Q1,45/319,BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);CELL BIOLOGY(SCIE),1,是,否,,,,,,JCR+CAS
SCIENCE TECHNOLOGY & HUMAN VALUES,3.3,Q1,9/68,SOCIAL ISSUES(SSCI),3,否,否,,,,,,JCR+CAS
SCIENCE TECHNOLOGY AND SOCIETY,1.9,Q3,273/420,MANAGEMENT(SSCI),4,否,否,,,,,,JCR+CAS
SCIENCE TRANSLATIONAL MEDICINE,14.6,Q1,3/195,"CELL BIOLOGY(SCIE);MEDICINE, RESEARCH & EXPERIMENTAL(SCIE)",1,是,否,,,,,,JCR+CAS
SCIENCE-FICTION STUDIES,0.3,,,LITERATURE(AHCI),4,否,否,,,,,,JCR+CAS
SCIENCEASIA,0.6,Q3,98/135,MULTIDISCIPLINARY SCIENCES(SCIE),4,否,否,,,,,,JCR+CAS
SCIENCES SOCIALES ET SANTE,0.5,Q3,172/271,"HEALTH POLICY & SERVICES(SSCI);SOCIAL SCIENCES, INTERDISCIPLINARY(SSCI)",4,否,否,,,,,,JCR+CAS
SCIENTIA AGRICOLA,1.5,Q2,40/94,"AGRICULTURE, MULTIDISCIPLINARY(SCIE)",3,否,是,,,,,,JCR+CAS
SCIENTIA AGROPECUARIA,1.2,Q3,51/86,"AGRICULTURE, DAIRY & ANIMAL SCIENCE(ESCI)",4,否,是,,,,,,JCR+CAS
SCIENTIA ET FIDES,,,,,2,否,是,,,,,,CAS
SCIENTIA FORESTALIS,0.4,Q4,82/92,FORESTRY(SCIE),4,否,否,,,,,,JCR+CAS
SCIENTIA FORESTALIS/FOREST SCIENCES,,,,,,,,14139324,-,University of Sao Paolo,Brazil,Forestry,EI
SCIENTIA HORTICULTURAE,4.2,Q1,5/45,HORTICULTURE(SCIE),2,否,否,,,,,,JCR+CAS
SCIENTIA IRANICA,1.9,Q2,66/175,"ENGINEERING, MULTIDISCIPLINARY(SCIE)",4,否,否,10263098,23453605,Sharif University of Technology,Netherlands,Multidisciplinary; Chemistry (miscellaneous); Computer Science (miscellaneous); Engineering (all); Civil and Structural Engineering; Industrial and Manufacturing Engineering; Mechanical Engineering; Materials Science (miscellaneous),JCR+CAS+EI
SCIENTIA MARINA,0.9,Q3,89/119,MARINE & FRESHWATER BIOLOGY(SCIE),4,否,是,,,,,,JCR+CAS
SCIENTIA MEDICA,0.1,Q4,305/332,"MEDICINE, GENERAL & INTERNAL(ESCI)",4,否,是,,,,,,JCR+CAS
SCIENTIA PHARMACEUTICA,2.5,Q3,181/352,PHARMACOLOGY & PHARMACY(ESCI),4,否,是,,,,,,JCR+CAS
SCIENTIA SINICA-PHYSICA MECHANICA & ASTRONOMICA,0.5,Q4,94/114,"ASTRONOMY & ASTROPHYSICS(ESCI);PHYSICS, MULTIDISCIPLINARY(ESCI)",3,否,否,,,,,,JCR+CAS
SCIENTIFIC AFRICAN,3.3,Q1,32/135,MULTIDISCIPLINARY SCIENCES(ESCI),3,否,是,,,,,,JCR+CAS
SCIENTIFIC AMERICAN,,,,,4,否,否,,,,,,CAS
SCIENTIFIC AND TECHNICAL INFORMATION PROCESSING,0.4,Q4,132/166,INFORMATION SCIENCE & LIBRARY SCIENCE(ESCI),4,否,否,01476882,19348118,Pleiades Publishing,Russian Federation,Computer Science (all),JCR+CAS+EI
SCIENTIFIC ANNALS OF COMPUTER SCIENCE,0.5,Q4,137/147,"COMPUTER SCIENCE, THEORY & METHODS(ESCI)",4,否,是,,,,,,JCR+CAS
SCIENTIFIC ANNALS OF ECONOMICS AND BUSINESS,0.8,Q3,442/617,ECONOMICS(ESCI),4,否,是,,,,,,JCR+CAS
SCIENTIFIC BULLETIN OF MUKACHEVO STATE UNIVERSITY-SERIES ECONOMICS,0.4,Q4,205/241,"BUSINESS, FINANCE(ESCI);ECONOMICS(ESCI)",,,,,,,,,JCR
SCIENTIFIC CHRONICLES,<0.1,Q4,326/332,"MEDICINE, GENERAL & INTERNAL(ESCI)",4,否,是,,,,,,JCR+CAS
SCIENTIFIC DATA,6.9,Q1,15/135,MULTIDISCIPLINARY SCIENCES(SCIE),2,否,是,,,,,,JCR+CAS
SCIENTIFIC DRILLING,2.8,Q2,95/258,"GEOSCIENCES, MULTIDISCIPLINARY(ESCI)",4,否,是,18168957,18163459,Copernicus Publications,Japan,Energy Engineering and Power Technology; Mechanical Engineering,JCR+CAS+EI
SCIENTIFIC JOURNAL OF SILESIAN UNIVERSITY OF TECHNOLOGY-SERIES TRANSPORT,0.7,Q4,67/77,TRANSPORTATION SCIENCE & TECHNOLOGY(ESCI),4,否,是,,,,,,JCR+CAS
SCIENTIFIC JOURNALS OF THE MARITIME UNIVERSITY OF SZCZECIN-ZESZYTY NAUKOWE AKADEMII MORSKIEJ W SZCZECINIE,0.3,Q4,23/25,"ENGINEERING, MARINE(ESCI)",4,否,是,,,,,,JCR+CAS
SCIENTIFIC MINING JOURNAL,,,,,,,,25647024,25872613,Chamber of Mining Engineers of Turkey,Turkey,Geotechnical Engineering and Engineering Geology; Industrial and Manufacturing Engineering; Mechanical Engineering,EI
SCIENTIFIC PAPERS OF THE UNIVERSITY OF PARDUBICE-SERIES D-FACULTY OF ECONOMICS AND ADMINISTRATION,1.1,Q3,372/617,BUSINESS(ESCI);ECONOMICS(ESCI);MANAGEMENT(ESCI),4,否,是,,,,,,JCR+CAS
SCIENTIFIC PAPERS-SERIES A-AGRONOMY,0.6,Q4,103/129,AGRONOMY(ESCI),4,否,否,,,,,,JCR+CAS
SCIENTIFIC PAPERS-SERIES B-HORTICULTURE,0.4,Q4,259/273,PLANT SCIENCES(ESCI),4,否,是,,,,,,JCR+CAS
SCIENTIFIC PAPERS-SERIES D-ANIMAL SCIENCE,0.4,Q4,74/86,"AGRICULTURE, DAIRY & ANIMAL SCIENCE(ESCI)",4,否,否,,,,,,JCR+CAS
SCIENTIFIC PAPERS-SERIES E-LAND RECLAMATION EARTH OBSERVATION & SURVEYING ENVIRONMENTAL ENGINEERING,0.6,Q3,69/94,"AGRICULTURE, MULTIDISCIPLINARY(ESCI)",4,否,否,,,,,,JCR+CAS
SCIENTIFIC PAPERS-SERIES MANAGEMENT ECONOMIC ENGINEERING IN AGRICULTURE AND RURAL DEVELOPMENT,0.9,Q4,33/43,AGRICULTURAL ECONOMICS & POLICY(ESCI),4,否,是,,,,,,JCR+CAS
SCIENTIFIC REPORTS,3.9,Q1,25/135,MULTIDISCIPLINARY SCIENCES(SCIE),3,否,是,,,,,,JCR+CAS
SCIENTIFIC STUDIES OF READING,2.4,Q1,142/756,"EDUCATION & EDUCATIONAL RESEARCH(SSCI);PSYCHOLOGY, EDUCATIONAL(SSCI)",2,否,否,,,,,,JCR+CAS
SCIENTIFIC STUDY AND RESEARCH-CHEMISTRY AND CHEMICAL ENGINEERING BIOTECHNOLOGY FOOD INDUSTRY,0.7,Q4,201/239,"CHEMISTRY, MULTIDISCIPLINARY(ESCI)",4,否,是,,,,,,JCR+CAS
SCIENTIFIC VISUALIZATION,,,,,,,,-,20793537,National Research Nuclear University,Russian Federation,Computer Vision and Pattern Recognition; Software,EI
SCIENTIFICA,3.1,Q1,26/107,BIOLOGY(ESCI),3,否,是,,,,,,JCR+CAS
SCIENTOMETRICS,3.5,Q1,31/166,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS(SCIE);INFORMATION SCIENCE & LIBRARY SCIENCE(SSCI)",3,否,否,,,,,,JCR+CAS
SCIENZA & POLITICA-PER UNA STORIA DELLE DOTTRINE,0.3,Q4,275/322,POLITICAL SCIENCE(ESCI),4,否,是,,,,,,JCR+CAS
SCIPOST PHYSICS,5.4,Q1,18/114,"PHYSICS, MULTIDISCIPLINARY(SCIE)",2,否,是,,,,,,JCR+CAS
SCIPOST PHYSICS CORE,3.1,Q2,32/114,"PHYSICS, MULTIDISCIPLINARY(ESCI)",2,否,是,,,,,,JCR+CAS
SCIRE-REPRESENTACION Y ORGANIZACION DEL CONOCIMIENTO,0.3,Q4,137/166,INFORMATION SCIENCE & LIBRARY SCIENCE(ESCI),4,否,否,,,,,,JCR+CAS
SCIRES-IT-SCIENTIFIC RESEARCH AND INFORMATION TECHNOLOGY,1.1,,,"HUMANITIES, MULTIDISCIPLINARY(ESCI)",2,否,是,,,,,,JCR+CAS
SCM STUDIES IN COMMUNICATION AND MEDIA,0.7,Q3,154/227,COMMUNICATION(ESCI),4,否,是,,,,,,JCR+CAS
SCOTTISH AFFAIRS,0.4,Q4,262/322,POLITICAL SCIENCE(ESCI),4,否,否,,,,,,JCR+CAS
SCOTTISH ARCHAEOLOGICAL JOURNAL,0.1,,,ARCHAEOLOGY(ESCI),4,否,否,,,,,,JCR+CAS
SCOTTISH GEOGRAPHICAL JOURNAL,2.0,Q2,60/173,GEOGRAPHY(SSCI),4,否,否,,,,,,JCR+CAS
SCOTTISH HISTORICAL REVIEW,0.5,Q1,99/538,"HISTORY(AHCI, SSCI)",3,否,否,,,,,,JCR+CAS
SCOTTISH JOURNAL OF GEOLOGY,1.3,Q2,23/61,GEOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
SCOTTISH JOURNAL OF POLITICAL ECONOMY,1.2,Q3,172/322,ECONOMICS(SSCI);POLITICAL SCIENCE(SSCI),4,否,否,,,,,,JCR+CAS
SCOTTISH JOURNAL OF THEOLOGY,0.4,,,RELIGION(AHCI),3,否,否,,,,,,JCR+CAS
SCOTTISH LITERARY REVIEW,0.3,,,"LITERATURE, BRITISH ISLES(AHCI)",3,否,否,,,,,,JCR+CAS
SCOTTISH MEDICAL JOURNAL,1.2,Q2,158/332,"MEDICINE, GENERAL & INTERNAL(SCIE)",4,否,否,,,,,,JCR+CAS
SCREEN,0.4,,,"FILM, RADIO, TELEVISION(AHCI)",2,否,否,,,,,,JCR+CAS
SCRIBLERIAN AND THE KIT-CATS,<0.1,,,"LITERATURE, BRITISH ISLES(AHCI)",,,,,,,,,JCR
